feature_id	msms_score	reference_id	short_inchikey	libname	component_id	mz
129	0.9150024427104914	108439	Zerumbone CollisionEnergy:102040	PublicSpecLibrary	1	219.1742706298828
129	0.8408396543842723	113371	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:205060"""	PublicSpecLibrary	1	219.1742706298828
129	0.742391673833652	119764	Zerumbone CollisionEnergy:205060	PublicSpecLibrary	1	219.1742706298828
129	0.8107408328657563	187507	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8370464081123373	187515	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8174173642745576	187523	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8387526519902496	187531	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8551071642250222	187539	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.832191326121908	187547	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8429698741854017	187555	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8577763573775622	187563	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8443182946008596	187571	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8350540830403684	187579	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8421535793527447	187587	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.9085991979882744	187595	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.808006182136941	187603	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8355164705250561	187611	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.842677267413218	187619	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.773106021592695	187627	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8512623969028866	187635	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8536182944358853	187643	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8825405114529221	187651	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.7659753800374131	187659	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8005605633853254	187667	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8813635693346897	187675	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.8285157801668654	187683	(4R,4aS,6R)-6-isopropenyl-4,4a-dimethyl-4,4a,5,6,7,8-hexahydro-2(3H)-naphthalenone	PublicSpecLibrary	1	219.1742706298828
129	0.9434817499950842	366050	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	219.1742706298828
129	0.7560903124250044	366070	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	219.1742706298828
129	0.8675966624971402	366097	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	219.1742706298828
129	0.940410758029818	366649	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	219.1742706298828
129	0.9581406136969716	401464	(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one	PublicSpecLibrary	1	219.1742706298828
129	0.9669967879487424	404948	(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one	PublicSpecLibrary	1	219.1742706298828
129	0.951303444093826	405356	alpha-Cyperone	PublicSpecLibrary	1	219.1742706298828
129	0.9744607644072046	405619	alpha-Cyperone	PublicSpecLibrary	1	219.1742706298828
129	0.948142909134175	406757	alpha-Cyperone	PublicSpecLibrary	1	219.1742706298828
129	0.952812978568482	407029	alpha-Cyperone	PublicSpecLibrary	1	219.1742706298828
129	0.7020694060701035	407092	alpha-Cyperone	PublicSpecLibrary	1	219.1742706298828
129	0.7020694060701035	407228	alpha-Cyperone	PublicSpecLibrary	1	219.1742706298828
129	0.9662739550984822	407534	alpha-Cyperone	PublicSpecLibrary	1	219.1742706298828
129	0.9460557357712368	408072	alpha-Cyperone	PublicSpecLibrary	1	219.1742706298828
129	0.9765926586330558	408431	alpha-Cyperone	PublicSpecLibrary	1	219.1742706298828
129	0.8628296420746707	488627	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.1742706298828
129	0.8614793031535464	488628	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.1742706298828
129	0.8474323175723054	488629	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.1742706298828
129	0.8484374274134753	488630	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.1742706298828
129	0.8502725463102925	488631	(+)-Nootkatone - 40.0 eV	PublicSpecLibrary	1	219.1742706298828
77	0.8843181485078262	7031	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene	PublicSpecLibrary	1	201.163818359375
77	0.9761825752504096	102039	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040"""	PublicSpecLibrary	1	201.163818359375
77	0.9803184149652384	108440	Zerumbone CollisionEnergy:102040	PublicSpecLibrary	1	201.163818359375
77	0.9405302527278042	113373	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:205060"""	PublicSpecLibrary	1	201.163818359375
348	0.923587067204904	33918	Glycerol 1-stearate	PublicSpecLibrary	1	359.3155822753906
348	0.650985035363495	35880	Glycerol 1-stearate	PublicSpecLibrary	1	359.3155822753906
348	0.6816212605646077	37184	Glycerol 1-stearate	PublicSpecLibrary	1	359.3155822753906
60	0.8236853171700966	18238	7-methoxy-6-(3-methylbut-2-enyl)chromen-2-one	PublicSpecLibrary	1	245.1171417236328
60	0.8210038284366898	464408	suberosin	PublicSpecLibrary	1	245.1171417236328
270	0.6897777780684659	32332	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.1277160644531
270	0.754876225713176	33537	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.1277160644531
270	0.7486240787625329	35465	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.1277160644531
270	0.7440486835481729	36430	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.1277160644531
270	0.9708948457337766	98640	"""2',4',6'-Trimethoxychalcone CollisionEnergy:102040"""	PublicSpecLibrary	4	299.1277160644531
270	0.876304586484192	109974	"""2',4',6'-Trimethoxychalcone CollisionEnergy:205060"""	PublicSpecLibrary	4	299.1277160644531
400	0.8983189494794167	4782	Contaminants septum vial Thermo C4000-53 and C4000-54 serie	PublicSpecLibrary	22	536.1654052734375
234	0.7581878268793991	24930	8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]	PublicSpecLibrary	-1	279.23187255859375
234	0.7755668957406809	33290	Pinolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.7107495942631058	33897	Pinolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.7388128905297308	34954	Pinolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.7774665820868093	35407	12(13)-Epoxy-9Z-octadecenoic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6753965903184038	133268	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6733666568778461	133313	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6772665255250201	133358	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6796238917932919	133402	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6818416579486589	133447	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6801110838480542	133493	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6780262975153979	133539	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6763782973375372	133585	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6795790155679199	133631	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6797287539789146	133677	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6712080829460858	133722	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6777637442030443	133767	linolenic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6923766274530552	377306	(6Z,9Z,12Z)-octadeca-6,9,12-trienoic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6893906322532272	377553	(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6518733281706469	447256	Chaulmoogric Acid	PublicSpecLibrary	-1	279.23187255859375
234	0.6531449950644519	455430	9-stearolic acid	PublicSpecLibrary	-1	279.23187255859375
234	0.7612710774252969	473210	LINOLENIC ACID	PublicSpecLibrary	-1	279.23187255859375
76	0.7361916517358824	10928	RH65_2_S01_F9	PublicSpecLibrary	1	249.14849853515625
76	0.7209348375599743	22631	Naphtho[2,3-b]furan-2(4H)-one, 4a,5,6,7,8,8a,9,9a-octahydro-9,9a-dihydroxy-3,4a,5-trimethyl-, (4aR,5S)-	PublicSpecLibrary	1	249.14849853515625
76	0.8559039271577823	407651	(2S)-6-(2-hydroxyethyl)-2-(hydroxymethyl)-2,5,7-trimethyl-3H-inden-1-one	PublicSpecLibrary	1	249.14849853515625
76	0.9499102524443896	407657	(2S)-6-(2-hydroxyethyl)-2-(hydroxymethyl)-2,5,7-trimethyl-3H-inden-1-one	PublicSpecLibrary	1	249.14849853515625
76	0.6825575292231317	407664	(2S)-6-(2-hydroxyethyl)-2-(hydroxymethyl)-2,5,7-trimethyl-3H-inden-1-one	PublicSpecLibrary	1	249.14849853515625
76	0.9118070649228618	408064	(2S)-6-(2-hydroxyethyl)-2-(hydroxymethyl)-2,5,7-trimethyl-3H-inden-1-one	PublicSpecLibrary	1	249.14849853515625
76	0.7208432134594938	415628	FIO00817 Hypnophilin	PublicSpecLibrary	1	249.14849853515625
76	0.9405399333577604	415797	FIO00816 Hypnophilin	PublicSpecLibrary	1	249.14849853515625
76	0.8788591036114475	437481	Hydroxyvalerenic Acid	PublicSpecLibrary	1	249.14849853515625
76	0.7284838898275212	437482	Hydroxyvalerenic Acid	PublicSpecLibrary	1	249.14849853515625
76	0.8125466568736784	443769	2-[(3S)-3-hydroxy-4a,8-dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalen-2-yl]prop-2-enoic acid	PublicSpecLibrary	1	249.14849853515625
76	0.8655808590198834	445800	2-[(2S,4aR,8aS)-2-hydroxy-4a-methyl-8-methylidene-3,4,5,6,7,8a-hexahydro-1H-naphthalen-2-yl]prop-2-enoic acid	PublicSpecLibrary	1	249.14849853515625
76	0.8246215785700908	445801	2-[(2S,4aR,8aS)-2-hydroxy-4a-methyl-8-methylidene-3,4,5,6,7,8a-hexahydro-1H-naphthalen-2-yl]prop-2-enoic acid	PublicSpecLibrary	1	249.14849853515625
76	0.8232212108450478	462556	Pechueloic Acid	PublicSpecLibrary	1	249.14849853515625
174	0.6924815126252238	32332	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.1277160644531
174	0.7617838100594175	33537	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.1277160644531
174	0.7552417517339945	35465	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.1277160644531
174	0.7506463527851728	36430	2',4',6'-Trimethoxychalcone	PublicSpecLibrary	4	299.1277160644531
174	0.8834475816420351	109974	"""2',4',6'-Trimethoxychalcone CollisionEnergy:205060"""	PublicSpecLibrary	4	299.1277160644531
75	0.797329793873265	96969	abscisic aldehyde CollisionEnergy:205060	PublicSpecLibrary	1	231.1380157470703
75	0.9019130335466936	96971	abscisic aldehyde CollisionEnergy:102040	PublicSpecLibrary	1	231.1380157470703
75	0.8619959639763718	103562	Parthenolide CollisionEnergy:102040	PublicSpecLibrary	1	231.1380157470703
75	0.8730368419973704	104300	20554-84-1 CollisionEnergy:102040	PublicSpecLibrary	1	231.1380157470703
75	0.7907745621808461	106646	Dehydrocostus lactone CollisionEnergy:102040	PublicSpecLibrary	1	231.1380157470703
75	0.7054394643355493	114901	Parthenolide CollisionEnergy:205060	PublicSpecLibrary	1	231.1380157470703
75	0.7038923184913954	115641	20554-84-1 CollisionEnergy:205060	PublicSpecLibrary	1	231.1380157470703
75	0.8959642295231871	210345	Dehydrocostus Lactone	PublicSpecLibrary	1	231.1380157470703
183	0.8100558267131837	25702	(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-2,3,4,6,7,8-hexahydrochromen-5-one [IIN-based on: CCMSLIB00000846680]	PublicSpecLibrary	23	247.1692352294922
183	0.926576133100176	124605	1,3-Dicyclohexylurea  [IIN-based on: CCMSLIB00003136080]	PublicSpecLibrary	23	247.1692352294922
143	0.7304746183799914	7027	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene	PublicSpecLibrary	1	237.1848297119141
143	0.7819031232829575	22548	(4S,4aR)-4-(Hydroxymethyl)-3,4a,8,8-tetramethyl-4a,5,6,7,8,8a-hexahydro-1(4H)-naphthalenone	PublicSpecLibrary	1	237.1848297119141
143	0.865280409403935	365842	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	237.1848297119141
143	0.6686922584444469	366498	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	237.1848297119141
143	0.8660619868957409	366551	(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol	PublicSpecLibrary	1	237.1848297119141
143	0.8262841899837825	415693	FIO01064 (-)-Curcumol	PublicSpecLibrary	1	237.1848297119141
229	0.6831763092953702	12224	Endolide A	PublicSpecLibrary	1	515.2794189453125
160	0.6939852167335677	96969	abscisic aldehyde CollisionEnergy:205060	PublicSpecLibrary	-1	231.13790893554688
160	0.7249121523158132	96971	abscisic aldehyde CollisionEnergy:102040	PublicSpecLibrary	-1	231.13790893554688
160	0.671884248614894	103562	Parthenolide CollisionEnergy:102040	PublicSpecLibrary	-1	231.13790893554688
160	0.6832460463319551	104300	20554-84-1 CollisionEnergy:102040	PublicSpecLibrary	-1	231.13790893554688
67	0.8131735011810082	366110	(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one	PublicSpecLibrary	1	235.16921997070312
67	0.8008574694833778	366584	(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one	PublicSpecLibrary	1	235.16921997070312
191	0.8018959380190793	366110	(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one	PublicSpecLibrary	23	235.16928100585935
191	0.7889835553944073	366584	(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one	PublicSpecLibrary	23	235.16928100585935
39	0.824383802100546	10120	Arginine - 20.00 eV	PublicSpecLibrary	-1	175.11170959472656
39	0.7835868897157094	10121	Arginine - 30.00 eV	PublicSpecLibrary	-1	175.11170959472656
39	0.7877523345496177	33438	N-.alpha.-Acetyl-L-ornithine	PublicSpecLibrary	-1	175.11170959472656
39	0.9439504452249474	37617	(-)-Perillyl alcohol	PublicSpecLibrary	-1	175.11170959472656
72	0.9217211042179888	105057	Dihydrotanshinone I CollisionEnergy:102040	PublicSpecLibrary	1	279.1017150878906
72	0.7393486141434383	116395	Dihydrotanshinone I CollisionEnergy:205060	PublicSpecLibrary	1	279.1017150878906
72	0.7134039852111643	122129	dihydrotanshinone I	PublicSpecLibrary	1	279.1017150878906
27	0.7524628547098278	7849	5,6-dimethoxy-11-methyl-2-oxa-11-azatetracyclo[8.7.1.0,?.0?,?]octadeca-1(18),3,5,7,14,16-hexaen-17-ol	PublicSpecLibrary	21	328.15435791015625
27	0.9528515831657952	10893	discretamine	PublicSpecLibrary	21	328.15435791015625
27	0.9639370872459524	10894	(-)-stepholidine	PublicSpecLibrary	21	328.15435791015625
27	0.7967661733899567	10897	salutaridine	PublicSpecLibrary	21	328.15435791015625
27	0.7236518468190984	99477	"""2,9-Dihydroxy-1,10-dimethoxyaporphine CollisionEnergy:102040"""	PublicSpecLibrary	21	328.15435791015625
27	0.7225197668081474	101297	Boldine CollisionEnergy:102040	PublicSpecLibrary	21	328.15435791015625
27	0.7369576238857324	215205	L-Sinoacutine	PublicSpecLibrary	21	328.15435791015625
27	0.7446042451852701	215243	L-Sinoacutine	PublicSpecLibrary	21	328.15435791015625
27	0.7537333633157008	215282	L-Sinoacutine	PublicSpecLibrary	21	328.15435791015625
27	0.7439648149109405	215321	L-Sinoacutine	PublicSpecLibrary	21	328.15435791015625
27	0.6710057484421255	378132	Boldine	PublicSpecLibrary	21	328.15435791015625
27	0.6703911245448535	382256	Boldine	PublicSpecLibrary	21	328.15435791015625
27	0.671776778704359	383499	Boldine	PublicSpecLibrary	21	328.15435791015625
27	0.6995605569954201	385411	Boldine	PublicSpecLibrary	21	328.15435791015625
148	0.8935824164231916	6102	Arginine propyl ester	PublicSpecLibrary	1	217.15863037109375
87	0.8533596825801798	366159	Verrucarol	PublicSpecLibrary	1	267.15911865234375
87	0.8729323811296399	366280	Verrucarol	PublicSpecLibrary	1	267.15911865234375
327	0.8283345385171907	29345	B10A30 Faulkner legacy library looks like sterol or lipid needs to be verified	PublicSpecLibrary	1	395.367431640625
124	0.7000443352507576	35021	15-Deoxy-.DELTA.12,14-prostaglandin J2-2-glycerol ester	PublicSpecLibrary	-1	215.10659790039065
38	0.6891670480188106	4607	O-methylisopiline	PublicSpecLibrary	1	312.123046875
38	0.6891670480188106	10835	O-methylisopiline	PublicSpecLibrary	1	312.123046875
55	0.678284605936886	365981	(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one	PublicSpecLibrary	1	253.1798553466797
55	0.680297314088234	366670	(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one	PublicSpecLibrary	1	253.1798553466797
182	0.7252757441047575	21065	1-[(2E,4E)-6,7-Dihydroxy-2,4-octadienoyl]prolyl-N-methylvalyl-N~2~-methylalaninamide	PublicSpecLibrary	1	489.2637939453125
182	0.7158552581999372	458721	1-[(2E,4E)-6,7-Dihydroxy-2,4-octadienoyl]prolyl-N-methylvalyl-N2-methylalaninamide	PublicSpecLibrary	1	489.2637939453125
182	0.6743080852380602	458722	1-[(2E,4E)-6,7-Dihydroxy-2,4-octadienoyl]prolyl-N-methylvalyl-N2-methylalaninamide	PublicSpecLibrary	1	489.2637939453125
110	0.8934511277586358	39470	hyocholic acid	PublicSpecLibrary	-1	158.15396118164062
90	0.7742427957408753	2512	Putative_Alantolactone	PublicSpecLibrary	1	233.1536102294922
90	0.9435589574472484	7562	9a-hydroxy-3,4a,5-trimethyl-2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one	PublicSpecLibrary	1	233.1536102294922
90	0.8337901415195279	21527	Naphtho[2,3-b]furan-2(4H)-one, 4a,5,6,7,8,8a,9,9a-octahydro-9a-hydroxy-3,4a,5-trimethyl-, (4aR,5S,8aS,9aR)-	PublicSpecLibrary	1	233.1536102294922
90	0.6859735214704442	21558	7,8-Bis(hydroxymethyl)-1,4a-dimethyl-3,4,4a,5,6,7-hexahydro-2H-benzo[7]annulen-2-one	PublicSpecLibrary	1	233.1536102294922
90	0.8405521897249328	21978	2(3H)-Naphthalenone, 4,4a,5,6,7,8-hexahydro-3,6-dihydroxy-4a,5-dimethyl-3-(1-methylethenyl)-, (3S,4aR,5R,6R)-	PublicSpecLibrary	1	233.1536102294922
90	0.7607328015592587	106722	Isoalantolactone CollisionEnergy:102040	PublicSpecLibrary	1	233.1536102294922
90	0.898580180233209	122119	asterolide	PublicSpecLibrary	1	233.1536102294922
90	0.864718118927835	405326	(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one	PublicSpecLibrary	1	233.1536102294922
90	0.9461498406705484	406570	(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one	PublicSpecLibrary	1	233.1536102294922
90	0.9402661668050936	407128	(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one	PublicSpecLibrary	1	233.1536102294922
90	0.955132840202556	407187	(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one	PublicSpecLibrary	1	233.1536102294922
90	0.7160759655758652	407990	(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one	PublicSpecLibrary	1	233.1536102294922
90	0.7890119763940454	436239	COSTUNOLIDE	PublicSpecLibrary	1	233.1536102294922
102	0.8792781416955314	6102	Arginine propyl ester	PublicSpecLibrary	1	217.15867614746097
141	0.9995278676226428	5102	sphingosin C16 (Artifact)-emf	PublicSpecLibrary	9	274.2740478515625
141	0.7932562151279543	401938	2-[dodecyl(2-hydroxyethyl)amino]ethanol	PublicSpecLibrary	9	274.2740478515625
141	0.9986600176202964	404801	2-[dodecyl(2-hydroxyethyl)amino]ethanol	PublicSpecLibrary	9	274.2740478515625
101	0.8541604109068683	366110	(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one	PublicSpecLibrary	1	235.16921997070312
101	0.8408940326970041	366584	(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one	PublicSpecLibrary	1	235.16921997070312
393	0.8376904223629503	10659	Pheophytin a	PublicSpecLibrary	35	871.57373046875
165	0.8968387051411817	7031	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene	PublicSpecLibrary	1	201.1637725830078
165	0.9898728793721332	102039	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040"""	PublicSpecLibrary	1	201.1637725830078
165	0.9873274887662588	108440	Zerumbone CollisionEnergy:102040	PublicSpecLibrary	1	201.1637725830078
165	0.959199312189888	113373	"""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:205060"""	PublicSpecLibrary	1	201.1637725830078
125	0.6573152779085658	24664	3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid [IIN-based on: CCMSLIB00000846465]	PublicSpecLibrary	1	251.1641082763672
125	0.7563948919867725	34440	Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-	PublicSpecLibrary	1	251.1641082763672
