id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
211_20230404_LFX_OK_260_VGF136_F09_1_neg_211	C24H46O4	[M - H]-	C24H46O4	Fatty acids	0.8104678392410278	Fatty Acids and Conjugates	0.5047401785850525	Prostaglandins	0.4117756485939026	Very long-chain fatty acids	0.6539835929870605	Very long-chain fatty acids	0.6539835929870605	Fatty acids and conjugates	0.9891573190689087	Fatty Acyls	0.9861552119255066	Lipids and lipid-like molecules	0.9926782846450806	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Very long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
161_20230404_LFX_OK_260_VGF136_F09_1_neg_161	C17H30O3	[M - H]-	C17H30O3	Fatty acids	0.8627898693084717	Octadecanoids	0.8970262408256531	Other Octadecanoids	0.9309563040733337	Lineolic acids and derivatives	0.7169265151023865			Lineolic acids and derivatives	0.7169265151023865	Fatty Acyls	0.9895317554473877	Lipids and lipid-like molecules	0.9880032539367676	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
65_20230404_LFX_OK_260_VGF136_F09_1_neg_65	C25H34O13	[M - H2O - H]-	C25H32O12	Terpenoids	0.9598630666732788	Monoterpenoids	0.990239143371582	Secoiridoid monoterpenoids	0.979852557182312	Terpene glycosides	0.9810030460357666			Terpene glycosides	0.9810030460357666	Prenol lipids	0.9946019649505615	Lipids and lipid-like molecules	0.9800997376441956	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Aromatic monoterpenoids; Alcohols and polyols; Phenols; Tyrosols and derivatives; Sugar acids and derivatives; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
65_20230404_LFX_OK_260_VGF136_F09_1_neg_65	C25H32O12	[M - H]-	C25H32O12	Terpenoids	0.9598630666732788	Monoterpenoids	0.990239143371582	Secoiridoid monoterpenoids	0.979852557182312	Terpene glycosides	0.9810030460357666			Terpene glycosides	0.9810030460357666	Prenol lipids	0.9946019649505615	Lipids and lipid-like molecules	0.9800997376441956	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Aromatic monoterpenoids; Alcohols and polyols; Phenols; Tyrosols and derivatives; Sugar acids and derivatives; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
65_20230404_LFX_OK_260_VGF136_F09_1_neg_65	C25H36O14	[M - H4O2 - H]-	C25H32O12	Terpenoids	0.9598630666732788	Monoterpenoids	0.990239143371582	Secoiridoid monoterpenoids	0.979852557182312	Terpene glycosides	0.9810030460357666			Terpene glycosides	0.9810030460357666	Prenol lipids	0.9946019649505615	Lipids and lipid-like molecules	0.9800997376441956	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Aromatic monoterpenoids; Alcohols and polyols; Phenols; Tyrosols and derivatives; Sugar acids and derivatives; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
79_20230404_LFX_OK_260_VGF136_F09_1_neg_79	C11H20O4	[M - H]-	C11H20O4	Fatty acids	0.8941487669944763	Fatty Acids and Conjugates	0.9561059474945068	Dicarboxylic acids	0.977015495300293	Medium-chain fatty acids	0.9384309649467468	Medium-chain fatty acids	0.9384309649467468	Fatty acids and conjugates	0.9818848967552185	Fatty Acyls	0.9793664813041687	Lipids and lipid-like molecules	0.9850550889968872	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
42_20230404_LFX_OK_260_VGF136_F09_1_neg_42	C17H7NO5	[M - H]-	C17H7NO5	Polyketides	0.8408879041671753	Polycyclic aromatic polyketides	0.9079427123069763	Anthraquinones and anthrones	0.9190686345100403	2-aminoanthraquinones	0.5705021023750305	2-aminoanthraquinones	0.5705021023750305	Anthraquinones	0.982028603553772	Anthracenes	0.9354299902915955	Benzenoids	0.9999847412109375	Organic compounds; Anthracenes; Ketones; Phenols; Anthraquinones; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Nitronaphthalenes; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; 2-aminoanthraquinones; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
194_20230404_LFX_OK_260_VGF136_F09_1_neg_194	C29H54O7	[M - H4O2 - H]-	C29H50O5	Terpenoids	0.7491862177848816	Triterpenoids	0.6394853591918945	Lanostane, Tirucallane and Euphane triterpenoids	0.2055482268333435	Ergosterols and derivatives	0.32944896817207336	Ergosterols and derivatives	0.32944896817207336	Ergostane steroids	0.2871703505516052	Steroids and steroid derivatives	0.8688105344772339	Lipids and lipid-like molecules	0.9813947677612305	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Hydroxysteroids; Ergosterols and derivatives; Bile acids, alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; Ergostane steroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
194_20230404_LFX_OK_260_VGF136_F09_1_neg_194	C29H52O6	[M - H2O - H]-	C29H50O5	Terpenoids	0.7491862177848816	Triterpenoids	0.6394853591918945	Lanostane, Tirucallane and Euphane triterpenoids	0.2055482268333435	Triterpenoids	0.6983667016029358			Triterpenoids	0.6983667016029358	Prenol lipids	0.8037059903144836	Lipids and lipid-like molecules	0.9813947677612305	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Triterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
194_20230404_LFX_OK_260_VGF136_F09_1_neg_194	C29H50O5	[M - H]-	C29H50O5	Terpenoids	0.7491862177848816	Triterpenoids	0.6394853591918945	Lanostane, Tirucallane and Euphane triterpenoids	0.2055482268333435	Triterpenoids	0.6983667016029358			Triterpenoids	0.6983667016029358	Prenol lipids	0.8037059903144836	Lipids and lipid-like molecules	0.9813947677612305	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
59_20230404_LFX_OK_260_VGF136_F09_1_neg_59	C12H18O3	[M - H]-	C12H18O3	Fatty acids	0.7691360116004944	Fatty Acids and Conjugates	0.7230123281478882	Oxo fatty acids	0.6571221351623535	Medium-chain fatty acids	0.6062631011009216	Medium-chain fatty acids	0.6062631011009216	Fatty acids and conjugates	0.9184442758560181	Fatty Acyls	0.8875209093093872	Lipids and lipid-like molecules	0.8744919896125793	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
152_20230404_LFX_OK_260_VGF136_F09_1_neg_152	C18H32O3	[M - H]-	C18H32O3	Fatty acids	0.934840202331543	Octadecanoids	0.9327806234359741	Other Octadecanoids	0.9532859921455383	Lineolic acids and derivatives	0.6364162564277649			Lineolic acids and derivatives	0.6364162564277649	Fatty Acyls	0.9990548491477966	Lipids and lipid-like molecules	0.9991390705108643	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Epoxides; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Epoxy fatty acids; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Long-chain fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
126_20230404_LFX_OK_260_VGF136_F09_1_neg_126	C18H30O5	[M - H2O - H]-	C18H28O4	Fatty acids	0.964423418045044	Octadecanoids	0.5144391059875488	Phytoprostanes	0.46791568398475647	Prostaglandins and related compounds	0.9923791885375977	Prostaglandins and related compounds	0.9923791885375977	Eicosanoids	0.9727908372879028	Fatty Acyls	0.9980158805847168	Lipids and lipid-like molecules	0.9961161613464355	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
126_20230404_LFX_OK_260_VGF136_F09_1_neg_126	C18H32O6	[M - H4O2 - H]-	C18H28O4	Fatty acids	0.964423418045044	Octadecanoids	0.5144391059875488	Phytoprostanes	0.46791568398475647	Prostaglandins and related compounds	0.9923791885375977	Prostaglandins and related compounds	0.9923791885375977	Eicosanoids	0.9727908372879028	Fatty Acyls	0.9980158805847168	Lipids and lipid-like molecules	0.9961161613464355	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
41_20230404_LFX_OK_260_VGF136_F09_1_neg_41	C21H36O11	[M + CH2O2 - H]-	C22H38O13	Terpenoids	0.8967301845550537	Monoterpenoids	0.7998633980751038	Camphane monoterpenoids	0.41014403104782104	Terpene glycosides	0.6942058205604553			Terpene glycosides	0.6942058205604553	Prenol lipids	0.9599751234054565	Lipids and lipid-like molecules	0.9787744283676147	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Disaccharides; Monoterpenoids; Bicyclic monoterpenoids; Acetals; Secondary alcohols; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
89_20230404_LFX_OK_260_VGF136_F09_1_neg_89	C24H30O9	[M - H]-	C24H30O9	Terpenoids	0.9352474808692932	Diterpenoids	0.9491977095603943	Taxane diterpenoids	0.5824988484382629	Taxanes and derivatives	0.8925560116767883	Taxanes and derivatives	0.8925560116767883	Diterpenoids	0.8839143514633179	Prenol lipids	0.900782585144043	Lipids and lipid-like molecules	0.8363199830055237	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Benzoic acids and derivatives; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Taxanes and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Benzoic acid esters; Diterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
47_20230404_LFX_OK_260_VGF136_F09_1_neg_47	C31H54N6O18S	[M - H4O2 - H]-	C31H50N6O16S	Amino acids and Peptides	0.6902612447738647	Oligopeptides	0.665107011795044	Cyclic peptides	0.6496169567108154	Oligopeptides	0.5515192151069641	Peptides	0.8080008029937744	Amino acids, peptides, and analogues	0.9753605723381042	Carboxylic acids and derivatives	0.9848125576972961	Organic acids and derivatives	0.997955322265625	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monosaccharides; Acetals; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Oligopeptides; Chemical entities
47_20230404_LFX_OK_260_VGF136_F09_1_neg_47	C31H52N6O17S	[M - H2O - H]-	C31H50N6O16S	Amino acids and Peptides	0.6902612447738647	Oligopeptides	0.665107011795044	Cyclic peptides	0.6496169567108154	Oligopeptides	0.5515192151069641	Peptides	0.8080008029937744	Amino acids, peptides, and analogues	0.9753605723381042	Carboxylic acids and derivatives	0.9848125576972961	Organic acids and derivatives	0.997955322265625	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Lactams; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Acetals; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Oligopeptides; Chemical entities
53_20230404_LFX_OK_260_VGF136_F09_1_neg_53	C37H50O18	[M - H4O2 - H]-	C37H46O16	Shikimates and Phenylpropanoids	0.9642648696899414	Lignans	0.9884520173072815	Furofuranoid lignans	0.9278072714805603	Lignan glycosides	0.9948697090148926					Lignan glycosides	0.9948697090148926	Lignans, neolignans and related compounds	0.985385537147522	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Lignans, neolignans and related compounds; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Furofurans; Oxolanes; Furofuran lignans; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Furanoid lignans; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
53_20230404_LFX_OK_260_VGF136_F09_1_neg_53	C37H48O17	[M - H2O - H]-	C37H46O16	Shikimates and Phenylpropanoids	0.9642648696899414	Lignans	0.9884520173072815	Furofuranoid lignans	0.9278072714805603	Lignan glycosides	0.9948697090148926					Lignan glycosides	0.9948697090148926	Lignans, neolignans and related compounds	0.985385537147522	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Lignans, neolignans and related compounds; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Furofurans; Oxolanes; Furofuran lignans; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Furanoid lignans; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
180_20230404_LFX_OK_260_VGF136_F09_1_neg_180	C23H45N4O2P	[M + CH2O2 - H]-	C24H47N4O4P	Alkaloids	0.6649321913719177	Nicotinic acid alkaloids	0.5281803607940674	Pyridine alkaloids	0.526699423789978	Pyrimidines and pyrimidine derivatives	0.500801146030426			Pyrimidines and pyrimidine derivatives	0.500801146030426	Diazines	0.4956168234348297	Organoheterocyclic compounds	0.9750939011573792	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
108_20230404_LFX_OK_260_VGF136_F09_1_neg_108	C18H32O4	[M - H]-	C18H32O4	Fatty acids	0.9323228001594543	Octadecanoids	0.9746081233024597	Other Octadecanoids	0.9864116907119751	Lineolic acids and derivatives	0.9089587926864624			Lineolic acids and derivatives	0.9089587926864624	Fatty Acyls	0.9985895752906799	Lipids and lipid-like molecules	0.998842716217041	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroperoxy fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organic hydroperoxides; Secondary alcohols; Carbonyl compounds; Peroxols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Alkyl hydroperoxides; Allylic hydroperoxides; Organic oxygen compounds; Chemical entities
101_20230404_LFX_OK_260_VGF136_F09_1_neg_101	C18H26O3	[M - H]-	C18H26O3	Fatty acids	0.8357958793640137	Octadecanoids	0.6351653933525085	Other Octadecanoids	0.5750043988227844	Long-chain fatty acids	0.8987703919410706	Long-chain fatty acids	0.8987703919410706	Fatty acids and conjugates	0.9917609691619873	Fatty Acyls	0.9772483706474304	Lipids and lipid-like molecules	0.9786293506622314	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
167_20230404_LFX_OK_260_VGF136_F09_1_neg_167	C19H37O6P	[M + Cl]-	C19H37O6P	Fatty acids	0.6720572113990784	Glycerophospholipids	0.7314282059669495	Glycerophosphates	0.8877422213554382	1-acylglycerol-3-phosphates	0.8939582109451294	Monoacylglycerophosphates	0.9262341260910034	Glycerophosphates	0.8812786936759949	Glycerophospholipids	0.83893883228302	Lipids and lipid-like molecules	0.935745120048523	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Lysophosphatidic acids; Secondary alcohols; Monoacylglycerophosphates; 1-acylglycerol-3-phosphates; Carbonyl compounds; Glycerophosphates; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
208_20230404_LFX_OK_260_VGF136_F09_1_neg_208	C32H67N4O8P	[M - H4O2 - H]-	C32H63N4O6P	Fatty acids	0.6092808246612549	Glycerophospholipids	0.5775721073150635	Pyridine alkaloids	0.26787158846855164	Amino acids and derivatives	0.7054829001426697	Amino acids and derivatives	0.7054829001426697	Amino acids, peptides, and analogues	0.7040915489196777	Carboxylic acids and derivatives	0.9624602198600769	Organic acids and derivatives	0.9999748468399048	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerolipids; Ethers; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Phosphoethanolamines; Carbonyl compounds; Glycerol ethers; Amines; Alkyl phosphates; Dialkyl phosphates; Organic salts; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
208_20230404_LFX_OK_260_VGF136_F09_1_neg_208	C32H65N4O7P	[M - H2O - H]-	C32H63N4O6P	Fatty acids	0.6092808246612549	Glycerophospholipids	0.5775721073150635	Pyridine alkaloids	0.26787158846855164	Amino acids and derivatives	0.7054829001426697	Amino acids and derivatives	0.7054829001426697	Amino acids, peptides, and analogues	0.7040915489196777	Carboxylic acids and derivatives	0.9624602198600769	Organic acids and derivatives	0.9999748468399048	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
52_20230404_LFX_OK_260_VGF136_F09_1_neg_52	C38H50O18	[M - H2O - H]-	C38H48O17	Shikimates and Phenylpropanoids	0.9632183313369751	Lignans	0.9932931661605835	Furofuranoid lignans	0.993239164352417	Lignan glycosides	0.9972232580184937					Lignan glycosides	0.9972232580184937	Lignans, neolignans and related compounds	0.9901185631752014	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Lignans, neolignans and related compounds; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Furofurans; Oxolanes; Furofuran lignans; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Tetrahydrofurans; Furanoid lignans; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities
